@RELATION combined

@ATTRIBUTE name {ArcPlatform,Berek,E-Learning,InterCafe,Nieruchomosci,Tomcat,Zuzel,ant,camel,forrest,ivy,jEdit}
@ATTRIBUTE wmc REAL
@ATTRIBUTE cbo REAL
@ATTRIBUTE rfc REAL
@ATTRIBUTE lcom REAL
@ATTRIBUTE ca REAL
@ATTRIBUTE ce REAL
@ATTRIBUTE npm REAL
@ATTRIBUTE lcom3 REAL
@ATTRIBUTE loc REAL
@ATTRIBUTE dam REAL
@ATTRIBUTE moa REAL
@ATTRIBUTE cam REAL
@ATTRIBUTE max_cc REAL
@ATTRIBUTE avg_cc REAL
@ATTRIBUTE bug {0, 1}

@DATA
ant,14,11,29,85,3,8,11,0.576923077,108,1,1,0.321428571,4,1.2857,0
ant,14,8,38,83,2,6,8,0.743589744,220,1,1,0.297619048,4,1.2143,1
ant,14,7,49,7,1,6,7,0.735042735,488,1,0,0.25,12,1.7857,1
ant,14,17,48,41,1,16,11,0.769230769,384,1,2,0.261904762,26,3,1
ant,14,30,96,87,8,23,10,0.884615385,905,1,2,0.192307692,10,1.7143,1
ant,14,10,53,0,8,8,14,0.423076923,419,1,0,0.285714286,7,3.6429,0
ant,14,10,90,63,1,10,9,0.923076923,615,1,0,0.222222222,3,1.2857,0
ant,14,4,43,81,1,3,11,0.857142857,230,0.857142857,0,0.285714286,5,1.5714,0
ant,14,7,46,27,0,7,8,0.837606838,372,0.666666667,0,0.214285714,5,1.8571,0
ant,14,25,59,67,3,25,8,0.8,304,1,5,0.261538462,4,1.2857,1
ant,14,9,52,15,1,8,10,0.730769231,468,0,1,0.214285714,2,1.0714,0
ant,14,12,41,29,6,6,13,0.875739645,377,0.538461538,2,0.196581197,9,2.2857,0
ant,14,14,69,25,1,14,14,0.837606838,492,0.777777778,2,0.241071429,17,2.5,0
ant,14,6,34,65,0,6,14,0.91025641,378,1,1,0.595238095,2,1,0
ant,14,7,43,57,0,7,10,0.769230769,386,1,1,0.314285714,2,1.1429,0
ant,14,5,14,91,5,0,14,2,14,0,0,0.271428571,1,1,0
ant,14,16,86,41,3,14,8,0.891025641,451,0.833333333,2,0.243589744,3,1,0
ant,14,10,45,3,0,10,12,0.576923077,459,0.333333333,0,0.267857143,6,2.7143,0
Tomcat,14,3,15,91,3,0,14,2,17,0,0,0.285714286,1,0.9286,0
Tomcat,14,2,34,29,0,0,14,0.769230769,263,1,0,0.476190476,1,0.9286,0
Tomcat,14,4,29,11,1,0,14,0.692307692,149,1,0,0.255102041,6,1.6429,0
Tomcat,14,18,14,91,18,0,14,2,14,0,0,0.571428571,1,1,0
Tomcat,14,3,15,91,1,0,14,1.076923077,135,0,0,0.153061224,1,0.9286,0
Tomcat,14,2,28,0,1,0,11,0.788461538,257,1,1,0.292307692,1,0.8571,0
Tomcat,14,8,19,33,8,0,13,0.782051282,149,1,1,0.357142857,4,1.1429,0
Tomcat,14,0,51,61,0,0,2,1.020979021,574,1,0,0.373626374,4,1.2143,1
Tomcat,14,1,15,91,1,0,14,2,17,0,0,0.4,1,0.9286,0
Tomcat,14,9,57,0,0,0,13,0.769230769,511,1,1,0.846153846,2,1.5,0
Tomcat,14,3,29,13,0,0,11,0.759615385,453,1,2,0.365384615,6,2.3571,0
Tomcat,14,29,14,91,26,0,14,2,14,0,0,0.214285714,1,1,0
Tomcat,14,1,15,91,0,0,14,2,17,0,0,0.328571429,1,0.9286,0
Tomcat,14,5,47,9,0,0,4,0.855769231,583,0.5,0,0.519230769,7,2,0
Tomcat,14,2,18,33,2,0,13,0.782051282,152,1,1,0.476190476,5,1.2143,0
Tomcat,14,8,47,89,3,0,9,1,530,1,0,0.213675214,13,2.5,0
Tomcat,14,14,45,33,3,0,13,0.78021978,293,1,3,0.346153846,8,1.3571,0
Tomcat,14,5,51,25,0,0,3,0.901098901,555,0.428571429,0,0.519230769,7,2.1429,0
Tomcat,14,14,56,41,3,0,7,0.888888889,290,1,3,0.692307692,6,1.4286,1
Tomcat,14,11,59,59,0,0,12,0.871794872,510,1,0,0.452380952,7,1.4286,0
Tomcat,14,20,72,41,6,0,6,0.699300699,723,1,3,0.242857143,4,1.2143,0
Tomcat,14,19,14,91,19,0,14,2,14,0,0,0.285714286,1,1,0
camel,14,6,18,61,2,5,14,0.830769231,81,1,5,0.297619048,1,0.9286,0
camel,14,21,43,59,9,13,13,0.641025641,208,1,1,0.261538462,3,1.1429,0
camel,14,11,37,73,3,9,13,0.634615385,236,1,1,0.257142857,6,1.5,0
camel,14,20,32,55,3,18,11,0.788461538,188,1,3,0.205357143,5,1.2143,0
camel,14,4,33,39,0,4,13,0.692307692,231,1,0,0.261538462,1,0.8571,0
camel,14,11,32,71,4,9,13,0.230769231,171,1,0,0.271428571,4,1.3571,0
camel,14,6,22,29,5,1,14,0.807692308,173,1,0,0.535714286,5,1.2857,0
camel,14,14,42,53,2,12,11,0.794871795,213,1,1,0.230769231,3,1.3571,1
camel,14,11,27,33,2,9,14,0.653846154,167,1,0,0.3,5,1.2857,0
camel,14,15,28,25,6,12,14,0.615384615,109,1,0,0.273809524,3,1.0714,0
camel,14,15,26,39,0,15,12,0.807692308,157,0.833333333,2,0.230769231,8,1.3571,0
camel,14,22,63,47,2,20,9,0.756410256,519,1,1,0.358974359,17,3.2143,1
camel,14,8,35,27,2,6,12,0.673076923,185,1,2,0.323076923,7,1.2143,1
camel,14,6,25,51,3,4,14,0.564102564,129,1,0,0.3,1,0.8571,0
camel,14,11,45,23,1,10,11,0.972527473,400,0.142857143,0,0.192857143,2,1,1
camel,14,9,18,91,4,6,11,2,71,0,0,0.339285714,1,0.8571,0
camel,14,7,25,59,1,6,12,0.815384615,131,1,1,0.338461538,4,1,0
camel,14,16,54,73,3,14,5,0.833333333,352,1,2,0.232142857,5,1.2143,0
camel,14,8,29,49,3,6,13,0.461538462,122,1,0,0.321428571,2,1.1429,0
camel,14,22,43,77,5,21,7,0.846153846,198,1,2,0.32967033,3,1.1429,0
camel,14,23,45,83,3,20,7,0.615384615,285,1,1,0.253846154,7,1.4286,0
camel,14,4,27,63,3,1,11,0.743589744,148,1,1,0.487179487,6,1.4286,0
camel,14,18,34,65,5,17,14,0.615384615,149,1,2,0.2,2,0.8571,0
camel,14,179,14,91,174,7,14,2,14,0,0,0.238095238,1,1,1
camel,14,10,42,73,0,10,10,0.461538462,192,1,0,0.306122449,2,1.0714,0
camel,14,9,17,85,3,8,14,0.769230769,83,1,3,0.303571429,1,0.9286,0
E-Learning,14,13,38,33,9,4,14,0.576923077,209,1,2,0.258928571,6,1.7143,0
E-Learning,14,4,28,55,0,4,14,0.830769231,126,1,0,0.452380952,2,1,0
forrest,14,7,19,69,7,0,14,0.897435897,81,1,0,0.785714286,1,0.9286,0
jEdit,14,9,63,0,4,6,1,0.269230769,721,0.5,1,0.30952381,19,4.1429,0
jEdit,14,7,56,51,2,7,1,0.890688259,557,1,0,0.5,5,1.4286,0
jEdit,14,10,33,29,6,5,12,0.721153846,400,1,1,0.224489796,3,1.2143,0
jEdit,14,17,72,21,9,8,6,0.756410256,1597,1,4,0.18452381,43,8.2857,0
jEdit,14,32,47,55,16,19,9,0.638461538,535,0.7,3,0.191964286,3,0.9286,0
jEdit,14,18,90,59,7,18,1,0.807692308,470,1,1,0.271428571,5,1.6429,0
jEdit,14,11,57,57,5,10,10,0.8,260,0.8,2,0.261904762,4,1.2857,0
jEdit,14,13,98,51,2,12,4,0.782051282,799,1,0,0.214285714,6,1.7857,0
jEdit,14,8,29,0,6,3,10,0.358974359,378,1,1,0.244897959,4,2.4286,0
jEdit,14,2,16,91,0,2,14,2,38,0,0,0.414285714,1,0.9286,0
InterCafe,14,6,52,51,5,5,1,0.79020979,454,1,1,0.357142857,3,1.5714,0
InterCafe,14,9,91,69,5,8,4,0.857142857,674,1,4,0.3,9,2.4286,0
ArcPlatform,17,4,33,58,1,4,12,0.8515625,254,1,0,0.198529412,4,1.1176,0
ArcPlatform,17,27,25,108,25,4,17,0.90625,158,1,1,0.245098039,7,1.4118,0
ArcPlatform,17,6,18,120,5,1,17,0.9375,84,1,1,0.294117647,1,0.9412,0
ivy,17,6,29,90,2,5,17,0.8125,167,1,0,0.382352941,1,0.8824,0
ivy,17,6,39,110,2,4,17,0.09375,165,1,1,0.344537815,2,1.0588,0
ivy,17,15,78,84,0,0,15,0.8515625,413,1,0,0.254901961,6,1.2353,0
ant,17,9,34,118,2,7,17,0.975,137,0.5,1,0.270588235,2,1.0588,1
ant,17,6,35,130,0,6,12,0.991071429,207,1,0,0.352941176,3,1.1765,1
ant,17,8,67,90,7,1,13,0.703125,878,1,1,0.29375,11,2.5294,0
ant,17,2,81,100,1,1,9,0.7125,654,0.8,0,0.274509804,7,2.0588,0
ant,17,9,51,28,5,4,12,0.546875,344,1,2,0.294117647,5,2.1176,1
ant,17,7,39,100,0,7,14,0.9375,241,0.461538462,0,0.382352941,7,1.4118,0
ant,17,18,53,86,4,18,14,0.892045455,348,1,2,0.155080214,8,2.2353,1
ant,17,3,58,108,0,3,9,0.95625,345,0.4,1,0.254901961,4,1.5882,0
ant,17,8,41,104,3,6,14,0.8125,185,1,0,0.328125,4,1.2941,0
ant,17,13,73,82,8,6,10,0.8203125,598,1,0,0.183823529,3,0.9412,1
ant,17,8,32,16,0,8,16,0.822916667,140,1,2,0.235294118,1,0.9412,0
ant,17,17,85,74,7,16,4,0.7875,461,1,5,0.15625,1,0.8824,1
Tomcat,17,6,32,72,3,0,16,0.7125,378,1,0,0.8125,7,2.2353,0
Tomcat,17,14,69,78,0,0,16,0.791666667,348,0.5,2,0.203125,3,1.4118,0
Tomcat,17,0,21,136,0,0,17,1.0625,60,0,0,0.189542484,1,0.9412,0
Tomcat,17,11,39,86,1,0,3,0.7578125,594,1,3,0.3125,14,3.6471,1
Tomcat,17,0,17,136,0,0,17,1.0625,58,0,0,0.470588235,1,1,0
Tomcat,17,0,17,136,0,0,17,2,17,0,0,0.382352941,1,1,0
Tomcat,17,12,49,50,3,0,12,0.75,287,1,2,0.479166667,5,1.4706,0
Tomcat,17,16,76,40,3,0,12,0.847222222,586,0.555555556,1,0.302083333,6,1.3529,0
Tomcat,17,12,17,136,10,0,17,2,17,0,0,0.382352941,1,1,0
Tomcat,17,1,22,0,1,0,16,0.4375,275,1,0,0.352941176,5,2.2353,0
Tomcat,17,10,48,6,2,0,15,0.775,1267,1,6,0.232142857,4,1.1176,0
Tomcat,17,0,31,130,0,0,15,0.5625,161,1,0,0.234375,1,0.8824,0
camel,17,25,53,104,8,17,13,0.866071429,305,0.714285714,1,0.18125,2,0.7647,1
camel,17,9,20,124,4,7,13,0.75,99,1,1,0.235294118,1,0.8235,0
camel,17,30,51,136,21,9,15,2,289,0,0,0.344537815,4,1.4706,1
camel,17,24,34,136,7,17,16,2,138,0,0,0.196078431,1,0.9412,0
camel,17,13,25,100,11,2,15,0.75,195,1,0,0.323529412,13,2,1
camel,17,2,18,108,1,1,17,0.9140625,105,1,0,0.367647059,2,1.1176,0
forrest,17,13,62,88,0,13,9,0.671875,532,1,0,0.25,17,2.8235,0
jEdit,17,5,27,10,1,4,15,0.6796875,709,1,1,0.388235294,17,3.5294,0
jEdit,17,28,105,100,17,25,2,0.909722222,590,1,3,0.215686275,2,1,0
jEdit,17,3,82,106,0,3,13,0.5625,2224,1,0,0.18487395,46,8,0
jEdit,17,25,39,102,23,2,14,0.734375,507,1,0,0.470588235,3,1.2353,0
jEdit,17,4,31,0,2,2,0,0.25,970,1,0,0.441176471,13,4.3529,0
jEdit,17,5,46,130,4,2,15,0.699596774,819,0,3,0.522875817,21,2.1765,0
jEdit,17,23,77,76,11,18,3,0.785714286,498,1,5,0.196428571,11,2,0
jEdit,17,5,17,136,4,1,17,2,17,0,0,0.394957983,1,1,0
jEdit,17,9,59,92,3,8,0,0.847222222,417,1,0,0.323529412,6,1.5882,0
jEdit,17,15,117,100,4,12,8,0.701388889,878,1,1,0.176470588,15,2.9412,0
InterCafe,17,2,52,98,2,0,17,0.854166667,275,1,0,0.382352941,3,1.1765,0
InterCafe,17,4,45,94,3,3,4,0.875,396,1,0,0.308823529,2,1.2941,0
ArcPlatform,16,18,23,98,15,3,16,0.923809524,122,1,3,0.1796875,6,1.3125,0
ArcPlatform,16,21,56,78,0,21,14,2,565,0,0,0.3125,5,2.125,0
ArcPlatform,16,5,24,86,3,2,16,0.914285714,126,1,2,0.1796875,6,1.3125,0
ArcPlatform,16,19,79,114,0,19,13,0.933333333,616,1,1,0.265625,34,4.1875,1
ivy,16,27,123,120,5,23,2,2,1851,0,0,0.204545455,20,5.9375,0
ivy,16,8,27,68,0,0,16,0.847619048,175,1,0,0.71875,1,0.9375,1
ant,16,15,65,76,0,15,13,0.92,483,1,0,0.311111111,9,1.5625,1
ant,16,29,40,72,27,2,11,0.929166667,463,0.5625,1,0.177777778,5,1.9375,0
ant,16,13,31,76,5,8,13,0.791666667,165,1,2,0.1953125,4,1.3125,0
ant,16,18,80,86,1,17,11,0.878787879,631,0.909090909,3,0.188888889,4,1.1875,1
ant,16,7,38,84,0,7,14,0.943589744,234,0.461538462,0,0.375,6,1.3125,0
ant,16,12,75,50,0,12,12,0.937037037,682,1,1,0.288888889,9,2.875,1
ant,16,6,40,80,3,3,10,0.858333333,254,0.875,2,0.241071429,3,1.375,0
ant,16,8,76,0,3,5,16,0.883333333,616,0.25,1,0.166666667,8,1.5625,1
ant,16,19,56,60,5,16,14,0.80952381,362,1,2,0.25,2,1,0
ant,16,14,26,82,12,2,9,0.733333333,183,1,1,0.546875,2,1,1
ant,16,9,39,82,4,5,14,0.766666667,297,1,0,0.2109375,8,2.125,0
Tomcat,16,38,91,58,23,0,13,0.777777778,717,0.888888889,7,0.28,15,1.9375,1
Tomcat,16,6,42,34,5,0,13,0.644444444,287,1,0,0.186666667,7,1.8125,0
Tomcat,16,5,36,62,5,0,15,0.693333333,349,1,1,0.375,8,2,0
Tomcat,16,4,22,68,4,0,16,0.847619048,131,1,0,0.71875,1,0.9375,0
Tomcat,16,13,34,0,13,0,16,0.628571429,412,0.857142857,0,0.375,3,1.875,0
Tomcat,16,23,98,54,3,0,4,0.607017544,1347,1,10,0.342857143,16,3.125,1
Tomcat,16,11,29,0,10,0,15,0.633333333,243,0.5,0,0.238095238,7,1.5625,0
Tomcat,16,0,17,120,0,0,16,2,23,0,0,0.3875,1,0.9375,0
Tomcat,16,15,16,120,15,0,16,2,16,0,0,0.3125,1,1,0
camel,16,8,36,62,2,6,11,0.72,184,1,3,0.229166667,4,1.3125,0
camel,16,11,43,112,7,4,14,0.6,275,1,0,0.4875,1,0.875,1
camel,16,8,31,112,2,6,12,0.8,150,1,2,0.266666667,3,1.25,1
camel,16,14,33,102,4,13,16,0.966666667,144,1,1,0.1953125,1,0.9375,0
camel,16,17,29,72,7,14,16,0.813333333,150,0.8,0,0.21875,1,0.8125,0
camel,16,17,35,102,4,14,10,0.858333333,189,1,3,0.222222222,3,1.125,0
camel,16,14,86,108,4,12,4,0.733333333,559,1,1,0.1875,4,1.4375,0
camel,16,14,30,106,7,7,14,0.866666667,142,1,1,0.241071429,5,1.25,0
camel,16,19,25,106,9,11,12,0.633333333,118,1,2,0.215277778,2,0.875,0
E-Learning,16,5,19,74,3,2,16,0.855555556,105,1,0,0.375,3,1,0
Zuzel,16,0,42,92,0,0,1,0.875362319,841,1,0,1,2,1.8125,0
jEdit,16,167,55,58,166,2,8,0.873684211,485,0.631578947,1,0.161904762,7,2.3125,0
jEdit,16,10,72,74,2,10,1,0.833333333,557,1,6,0.375,8,1.9375,0
jEdit,16,17,39,74,4,13,7,0.85,360,1,3,0.266666667,3,1,0
jEdit,16,8,91,82,3,8,3,0.777777778,780,1,1,0.21875,13,2.125,0
jEdit,16,15,101,80,4,15,1,0.791666667,577,1,1,0.3125,5,1.625,0
jEdit,16,1,33,4,1,0,2,0.516666667,258,1,0,0.375,5,1.5,0
jEdit,16,27,87,14,12,19,11,0.266666667,718,1,1,0.19375,18,5.125,0
jEdit,16,29,26,88,28,1,9,0.833333333,119,0,0,0.322916667,5,1.0625,0
ArcPlatform,19,12,23,137,8,4,18,0.946296296,242,1,2,0.37037037,1,0.8947,0
ArcPlatform,19,1,23,149,0,1,18,0.944444444,177,1,0,0.473684211,3,1.4737,0
ArcPlatform,19,6,20,153,5,1,19,0.944444444,94,1,1,0.294736842,1,0.9474,0
ArcPlatform,19,8,57,77,0,8,18,0.858024691,314,1,2,0.277777778,4,1.2632,0
ArcPlatform,19,30,93,139,0,30,16,0.931623932,506,1,7,0.138888889,8,1.5789,1
ivy,19,8,42,99,2,7,3,0.788888889,329,1,1,0.263157895,5,1.5789,1
ivy,19,8,19,171,8,0,19,2,19,0,0,0.421052632,1,1,0
ivy,19,6,64,75,1,6,18,0.805555556,636,1,1,0.385964912,6,2.3684,0
ivy,19,10,62,119,1,0,17,0.931623932,309,1,0,0.289473684,8,1.6316,0
ivy,19,32,29,107,29,3,19,0.895833333,186,0.875,3,0.195488722,5,1.2105,1
ant,19,7,40,129,0,7,16,0.936507937,252,0.5,0,0.381578947,6,1.3158,0
ant,19,9,21,145,4,5,18,0.954861111,143,1,3,0.230263158,1,0.9474,1
ant,19,8,84,103,0,8,14,0.929487179,1034,1,1,0.26984127,1,0.8947,0
ant,19,23,69,81,11,12,14,0.856481481,517,1,4,0.183333333,6,1.8421,0
ant,19,19,41,23,5,17,19,0.688888889,319,1,1,0.119298246,6,1.2105,0
Tomcat,19,2,28,111,1,0,19,0.875,173,1,1,0.263157895,2,1.0526,1
Tomcat,19,2,34,0,2,0,19,0,115,1,1,0.263157895,1,0.8947,0
Tomcat,19,22,41,63,20,0,17,0.5,378,0.666666667,1,0.357894737,5,1.9474,0
Tomcat,19,10,65,109,2,0,13,0.883333333,558,1,1,0.322222222,15,2.5789,1
Tomcat,19,9,34,83,8,0,18,0.824074074,523,1,1,0.394736842,17,3.4211,0
Tomcat,19,0,33,141,0,0,17,0.949494949,201,1,0,0.375,5,1.1053,0
Tomcat,19,18,81,93,2,0,16,0.931372549,711,0.058823529,2,0.314814815,6,1.5789,0
Tomcat,19,3,32,79,2,0,16,0.822222222,612,1,1,0.263157895,14,2.6316,0
Tomcat,19,0,38,171,0,0,18,2,120,0,0,0.377192982,1,0.9474,0
camel,19,15,47,81,7,8,18,0.388888889,474,1,2,0.315789474,8,2.1053,1
camel,19,7,36,137,1,6,16,0.857142857,184,1,1,0.157894737,2,1,1
camel,19,16,26,157,4,15,18,0.944444444,111,1,0,0.215277778,1,0.7895,0
camel,19,9,20,159,4,7,15,0.666666667,105,1,1,0.233082707,1,0.8421,0
camel,19,31,84,99,5,31,10,0.814814815,501,0.888888889,5,0.212962963,9,1.5263,0
camel,19,11,27,143,4,9,19,0.923611111,135,1,3,0.169590643,3,1.0526,1
camel,19,9,37,129,2,8,13,0.833333333,203,1,3,0.223684211,3,1.3158,0
camel,19,26,48,143,4,24,10,0.87037037,252,0.555555556,5,0.161616162,3,1.1579,0
E-Learning,19,4,34,101,0,4,19,0.854166667,162,1,2,0.236842105,1,0.9474,1
Zuzel,19,15,44,97,12,3,14,0.711111111,1760,1,2,0.315789474,1,0.9474,1
Zuzel,19,11,63,87,8,8,2,0.827777778,836,1,2,0.231578947,3,1.3684,1
jEdit,19,17,56,157,2,17,7,0.977777778,401,1,2,0.342105263,12,2.8947,0
jEdit,19,13,47,79,5,8,17,0.638888889,552,0.75,1,0.378947368,6,2.1053,0
jEdit,19,31,50,91,30,1,18,0.949074074,458,1,0,0.055555556,7,2.4211,0
jEdit,19,39,108,111,26,19,12,0.85978836,790,0.904761905,10,0.197368421,15,2.6842,0
jEdit,19,16,55,0,10,8,14,0.722222222,398,0.8,1,0.201388889,3,1.6316,0
jEdit,19,1,32,35,1,0,11,0.583333333,443,0.9,1,0.280701754,6,1.7895,0
jEdit,19,21,110,115,8,19,9,0.746031746,685,1,3,0.289473684,13,2.3684,0
jEdit,19,5,48,151,3,2,16,0.604166667,1417,0.875,0,0.231578947,33,4.3684,0
jEdit,19,17,38,147,10,9,14,0.805555556,193,1,1,0.167464115,3,1,0
jEdit,19,62,30,147,57,8,18,0.904761905,242,0.428571429,5,0.268518519,6,1.5789,0
Berek,19,13,89,113,9,11,1,0.744444444,839,0.6,4,0.175438596,7,1.4211,1
Berek,19,5,26,37,5,0,18,0.763888889,322,1,0,0.333333333,18,2.3158,0
ArcPlatform,18,17,46,97,0,17,17,0.898395722,277,1,4,0.211764706,3,1.0556,1
ArcPlatform,18,9,38,103,6,3,15,0.811764706,239,1,2,0.242647059,6,1.3333,0
ArcPlatform,18,22,92,0,8,14,17,0.909502262,643,1,0,0.303921569,9,3.9444,0
ArcPlatform,18,11,46,79,0,11,18,0.847058824,174,1,4,0.194444444,3,1.1111,0
ivy,18,23,83,151,18,5,15,0.970588235,638,1,0,0.194117647,5,1.5556,0
ant,18,10,47,145,8,2,15,0.794117647,1004,1,2,0.18487395,47,6.7778,1
ant,18,14,42,113,7,7,12,0.890756303,356,0.857142857,0,0.268907563,11,1.7778,1
ant,18,6,55,79,0,6,15,0.890756303,322,0.857142857,3,0.268907563,3,1,0
ant,18,12,80,61,1,12,12,0.647058824,549,1,2,0.181818182,8,1.9444,1
ant,18,11,60,39,0,11,16,0.607843137,305,1,1,0.268518519,4,1.2222,1
ant,18,8,52,101,2,8,9,0.861344538,519,0.928571429,2,0.194444444,7,1.5,1
ant,18,10,43,61,2,8,16,0.857142857,184,1,1,0.388888889,1,0.9444,0
ant,18,24,68,151,18,8,17,1.044117647,386,0.125,0,0.152777778,4,1.5,1
ant,18,14,44,77,2,12,16,0.713235294,331,1,3,0.240740741,6,1.4444,0
Tomcat,18,3,21,73,2,0,18,0.836601307,152,0.666666667,1,0.277777778,2,1.0556,0
Tomcat,18,0,35,0,0,0,18,0,111,1,1,0.277777778,2,1,0
Tomcat,18,4,19,135,1,0,18,0.862745098,57,1,0,0.375,1,0.9444,0
Tomcat,18,21,18,153,19,0,18,1.058823529,20,0,0,0.518518519,1,1,0
Tomcat,18,5,59,113,2,0,6,0.935828877,499,0.545454545,0,0.22875817,15,1.8333,1
Tomcat,18,9,34,77,0,0,18,0.849673203,233,1,2,0.277777778,1,0.9444,0
Tomcat,18,9,43,29,2,0,16,0.735294118,1050,1,6,0.218487395,4,1.0556,0
Tomcat,18,8,70,109,5,0,15,0.860294118,646,0.125,0,0.225490196,5,2,0
Tomcat,18,11,34,119,10,0,7,0.705882353,387,0.2,4,0.305882353,15,3.4444,1
camel,18,3,27,97,0,3,17,0.774509804,165,1,0,0.172222222,1,0.8333,0
camel,18,4,35,111,0,4,16,0.81372549,200,1,0,0.311111111,5,1.2778,0
camel,18,20,64,93,7,16,9,0.745098039,377,1,1,0.2,3,0.9444,1
camel,18,20,24,133,6,18,18,0.951871658,141,1,0,0.130952381,1,0.9444,0
camel,18,11,36,123,1,10,18,0.68627451,142,1,2,0.161111111,1,0.9444,0
camel,18,13,39,125,3,13,17,0.870588235,170,1,0,0.179012346,3,1.1111,0
camel,18,7,35,0,3,4,15,0.638655462,317,1,0,0.263888889,3,0.7778,0
camel,18,11,33,125,2,9,15,0.858823529,160,1,1,0.287037037,2,0.7778,0
camel,18,13,33,131,9,6,16,0.882352941,144,1,1,0.235294118,2,1.1111,0
camel,18,2,34,149,2,0,18,0.558823529,114,1,0,0.183333333,2,1.0556,0
camel,18,5,49,87,1,4,13,0.694117647,317,1,0,0.317647059,5,1.2778,0
camel,18,17,48,85,3,16,13,0.838235294,268,1,3,0.165775401,7,1.5556,0
camel,18,8,40,81,1,8,14,0.470588235,218,1,0,0.277777778,2,1.2222,0
camel,18,15,45,43,3,13,16,0.647058824,251,1,1,0.166666667,3,1.2222,0
camel,18,10,56,137,0,10,15,0.935294118,319,1,0,0.176470588,3,1.0556,0
camel,18,17,76,31,6,13,6,0.779411765,693,0.625,0,0.227941176,8,2.1111,0
E-Learning,18,21,47,153,10,14,2,2,296,0,0,0.255555556,5,1.4444,0
Zuzel,18,10,56,83,7,9,2,0.819327731,1606,1,3,0.277777778,2,1.4444,1
jEdit,18,16,55,0,11,8,13,0.647058824,687,1,0,0.426470588,12,2.5,1
jEdit,18,6,36,153,1,5,18,1.058823529,84,0,0,0.268518519,1,0.9444,0
jEdit,18,13,94,39,4,11,9,0.705882353,707,0.875,0,0.111111111,14,2.5556,0
jEdit,18,6,32,75,4,2,12,0.573529412,453,1,2,0.235294118,10,2.5,0
jEdit,18,19,78,119,5,18,6,0.857142857,424,1,2,0.173611111,9,2,0
jEdit,18,9,38,153,1,8,18,2,96,0,0,0.268518519,1,0.9444,0
jEdit,18,26,60,69,23,6,15,0.705882353,252,1,1,0.277777778,15,1.9444,0
jEdit,18,16,76,89,5,16,6,0.789915966,348,1,2,0.233333333,2,1.1667,0
InterCafe,18,9,55,79,4,7,10,0.841911765,373,1,4,0.235294118,4,1.2778,0
ivy,157,111,312,11794,51,75,142,0.967013889,2701,0.9375,12,0.062278839,6,1.5159,0
ivy,48,16,109,118,3,15,39,0.795744681,719,1,5,0.147569444,6,1.625,1
ant,48,25,112,962,8,19,44,0.965045593,837,0.678571429,4,0.155319149,7,1.375,1
camel,48,45,124,992,2,43,42,0.929078014,824,1,4,0.093617021,6,1.2292,0
ant,49,31,210,844,1,30,28,0.877403846,2937,1,2,0.127314815,13,1.449,1
Tomcat,49,10,113,238,1,0,47,0.844551282,667,1,4,0.134469697,3,1.0408,0
camel,49,20,93,1044,8,17,42,0.915277778,620,1,3,0.128728414,6,1.4082,1
camel,49,157,133,1164,153,4,46,0.895833333,1163,1,0,0.075231481,8,3.102,1
jEdit,49,13,128,1014,3,11,29,0.851190476,1254,0.5,4,0.10058309,8,2.0204,0
ant,46,39,135,17,2,37,40,0.883760684,1100,1,3,0.074666667,16,1.6739,1
Tomcat,46,41,210,777,1,0,33,0.912345679,2793,1,8,0.115277778,44,4.6304,1
Tomcat,46,25,133,1027,17,0,43,1.006666667,2140,0.9,1,0.128571429,13,3.413,0
Tomcat,46,33,78,787,28,0,44,0.903703704,696,0.944444444,4,0.117948718,18,1.8478,0
ivy,47,15,108,865,1,0,45,0.920652174,896,1,0,0.221884498,3,1.0426,0
Tomcat,47,20,177,739,3,0,39,0.894409938,1737,1,4,0.097101449,15,2.383,0
Tomcat,47,8,133,583,1,0,36,0.883022774,1448,0.238095238,2,0.154589372,10,1.9149,1
Tomcat,47,7,162,1081,3,0,44,1.02173913,2279,1,0,0.104143337,19,2.4894,0
Zuzel,47,11,95,707,6,9,1,0.913647343,1791,1,4,0.237588652,7,2.234,1
ArcPlatform,44,55,128,730,23,32,39,0.674418605,860,1,0,0.185606061,5,1.5,0
ant,44,28,137,774,4,26,31,0.923341947,1254,0.962962963,9,0.127906977,5,1.2045,1
Tomcat,44,26,166,428,9,0,2,0.880620155,2361,1,7,0.141649049,11,2.0909,1
Tomcat,44,11,102,844,8,0,36,0.92749658,1083,0.882352941,0,0.259689922,16,1.9318,0
jEdit,44,49,156,632,15,39,32,0.773784355,1802,1,4,0.104651163,30,3.25,0
jEdit,44,35,88,884,20,18,34,0.97127223,658,0.705882353,2,0.175,12,1.8182,0
ivy,45,13,113,814,1,0,45,0.943722944,636,1,0,0.306666667,2,1,0
ant,45,25,157,744,4,22,27,0.902097902,1828,0.846153846,2,0.13986014,19,2.2444,1
camel,45,13,73,878,5,8,45,0.5,351,1,0,0.261111111,1,0.9778,1
jEdit,45,44,85,820,39,7,29,0.636363636,1940,0.25,2,0.089712919,14,2.8,0
ant,42,15,92,753,3,13,36,0.948350072,707,0.941176471,4,0.140692641,5,1.4048,0
ant,42,19,107,739,4,15,33,0.928861789,898,0.958333333,2,0.193121693,10,1.619,1
